Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU776,2,16,14,45,8,0,0,0,1,1,0,67,163,30,554
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU772,95,149,48,0,15,1,10,0,0,158,6,273,177,8,1700
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU678,0,0,0,0,1,0,0,0,0,1,0,0,77,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU370,24,40,18,53,94,69,76,6,227,0,17,10,21,3,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank_f__Ruminococcaceae,s__Ruminococcaceae_bacterium_Marseille-P3738,OTU790,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU372,12,18,8,47,35,58,15,2,160,0,2,2,0,2,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU374,17,29,11,28,28,0,2,0,62,0,0,0,5,1,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU375,9,5,1,9,5,0,0,0,24,0,2,3,6,1,5
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU779,0,0,0,0,0,0,0,0,0,0,0,38,0,0,146
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU377,3,4,7,10,12,61,28,4,171,0,1,6,12,2,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptococcales,f__Peptococcaceae,g__norank_f__Peptococcaceae,s__uncultured_bacterium_g__norank_f__Peptococcaceae,OTU640,0,2,0,1,2,0,1,1,0,0,1,9,7,7,5
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__unclassified_o__Oscillospirales,g__unclassified_o__Oscillospirales,s__unclassified_o__Oscillospirales,OTU127,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU540,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__unclassified_g__Ruminococcus,OTU173,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU278,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__unclassified_g__Lachnospiraceae_NK4A136_group,OTU96,77,0,63,1,1,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU229,0,0,0,0,0,8,17,0,0,3,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Enterorhabdus,s__uncultured_bacterium_g__Enterorhabdus,OTU603,0,3,1,2,1,1,0,0,0,0,0,3,4,2,3
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,OTU103,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__norank_f__Desulfovibrionaceae,s__uncultured_Desulfovibrionales_bacterium_g__norank_f__Desulfovibrionaceae,OTU566,0,0,0,0,0,7,4,10,2,5,0,1,6,4,13
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__unclassified_c__Clostridia,f__unclassified_c__Clostridia,g__unclassified_c__Clostridia,s__unclassified_c__Clostridia,OTU634,0,2,0,0,0,1,0,0,0,0,0,2,1,3,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU479,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Anaerofustaceae,g__Anaerofustis,s__Anaerofustis_stercorihominis_DSM_17244,OTU486,1,1,1,1,0,2,2,2,3,2,0,0,0,5,1
d__Bacteria,k__norank_d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__unclassified_g__Desulfovibrio,OTU599,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU793,0,0,0,0,0,0,0,2,0,0,3,3,5,10,4
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__Lachnospiraceae_bacterium_A4,OTU172,6,2,1,0,2,0,0,0,0,0,0,0,0,0,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU449,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotellaceae_UCG-001,s__uncultured_bacterium_g__Prevotellaceae_UCG-001,OTU241,0,0,0,0,0,1710,2750,23,0,121,0,0,2,1,2
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU754,2,0,0,1,0,1,0,7,4,2,1,2,4,0,4
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Bacteroidales_bacterium_g__norank_f__Muribaculaceae,OTU134,12,21,42,40,27,0,13,0,0,8,16,2,4,2,3
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_UCG-001,s__uncultured_bacterium_g__Lachnospiraceae_UCG-001,OTU155,0,1,0,24,26,0,0,0,0,0,0,0,0,0,1
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__unclassified_f__Ruminococcaceae,s__unclassified_f__Ruminococcaceae,OTU163,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU23,8,3,3,2,5,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__unclassified_g__norank_f__Muribaculaceae,OTU80,27,29,26,20,58,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__uncultured_bacterium_g__norank_f__norank_o__RF39,OTU149,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU316,0,0,0,0,0,0,0,43,1,0,0,0,3,2,3
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_Clostridiales_bacterium_g__Lachnospiraceae_NK4A136_group,OTU606,1,23,0,1,1,1,14,0,0,2,2,476,67,533,36
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU621,307,21,70,75,23,0,1,0,1,0,3,127,5,0,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__UCG-009,s__uncultured_bacterium_g__UCG-009,OTU675,0,2,0,0,1,0,0,0,0,0,0,0,4,0,3
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__unclassified_f__Muribaculaceae,s__unclassified_f__Muribaculaceae,OTU132,5,3,5,0,8,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__unclassified_g__norank_f__norank_o__RF39,OTU223,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__uncultured_bacterium_g__Roseburia,OTU81,1,45,1,2,12,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Christensenellales,f__Christensenellaceae,g__norank_f__Christensenellaceae,s__uncultured_bacterium_g__norank_f__Christensenellaceae,OTU443,0,2,0,2,2,1,0,0,0,1,1,6,3,1,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Bacteroidales_bacterium_g__norank_f__Muribaculaceae,OTU505,330,411,446,473,836,233,957,154,1018,223,1394,1014,1135,369,371
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium_prausnitzii,OTU598,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Enterorhabdus,s__uncultured_bacterium_g__Enterorhabdus,OTU724,0,10,2,0,1,0,1,1,0,1,1,19,2,12,5
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU752,0,0,0,0,1,0,0,0,0,0,21,38,31,72,34
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU204,6,4,2,11,7,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU209,0,26,4,18,13,2,1,1,1,0,6,2,6,6,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU619,0,3,0,0,1,0,0,1,0,0,0,2,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__norank_c__Clostridia,f__Hungateiclostridiaceae,g__Ruminiclostridium,s__uncultured_organism_g__Ruminiclostridium,OTU422,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Barnesiella_sp._g__norank,OTU545,3,5,2,3,8,143,70,51,280,25,4,4,8,10,8
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Vampirivibrionia,o__Gastranaerophilales,f__norank_o__Gastranaerophilales,g__norank_f__norank_o__Gastranaerophilales,s__uncultured_bacterium_g__norank_f__norank_o__Gastranaerophilales,OTU286,0,0,1,2,0,23,2,1,0,0,0,0,8,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU596,0,2,1,4,1,0,10,60,8,5,41,77,64,97,65
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Vampirivibrionia,o__Gastranaerophilales,f__norank_o__Gastranaerophilales,g__norank_f__norank_o__Gastranaerophilales,s__uncultured_bacterium_g__norank_f__norank_o__Gastranaerophilales,OTU284,1,0,0,0,0,0,9,0,16,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_intestinalis,OTU88,0,56,60,70,39,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU614,2,10,6,10,5,549,555,3290,479,49,322,1267,888,496,965
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__unclassified_f__Ruminococcaceae,s__unclassified_f__Ruminococcaceae,OTU435,0,12,0,5,26,0,4,2,3,7,19,3,28,46,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU22,98,0,16,0,282,0,0,0,0,0,0,6,1,2,67
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Morganellaceae,g__Morganella,s__Morganella_morganii,OTU521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__uncultured_Clostridiales_bacterium_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU601,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU28,25,6,8,8,7,1,0,0,0,1,3,0,2,4,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__unclassified_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU86,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU282,0,30,0,0,0,1,12,3,0,12,0,15,156,24,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU112,142,188,248,355,355,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__norank_o__Rhodospirillales,g__norank_f__norank_o__Rhodospirillales,s__uncultured_bacterium_g__norank_f__norank_o__Rhodospirillales,OTU519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__norank_o__RF39,g__norank_f__norank_o__RF39,s__unclassified_g__norank_f__norank_o__RF39,OTU683,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU119,41,30,27,45,39,11,41,48,84,10,54,93,96,31,43
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__unclassified_g__Lactobacillus,OTU230,0,0,0,0,0,2,37,31,0,0,11,11,0,2,3
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU508,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Eubacterium_siraeum_group,s__uncultured_bacterium_g__Eubacterium_siraeum_group,OTU782,0,10,0,0,1,0,1,0,0,0,0,1,7,33,41
d__Bacteria,k__norank_d__Bacteria,p__Campilobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__unclassified_g__Helicobacter,OTU577,30,609,440,569,8,39,110,191,179,73,146,148,399,373,480
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU502,32,61,57,95,24,5,13,25,28,5,18,8,13,3,8
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU726,1,1,0,1,0,0,0,1,0,0,1,2,3,3,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_vadinBB60_group,f__norank_o__Clostridia_vadinBB60_group,g__norank_f__norank_o__Clostridia_vadinBB60_group,s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_vadinBB60_group,OTU727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__norank_f__Erysipelotrichaceae,s__uncultured_bacterium_g__norank_f__Erysipelotrichaceae,OTU638,0,3,0,0,1,3,6,6,1,18,0,7,5,0,2
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU183,139,137,124,273,396,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU535,0,0,0,0,0,0,0,0,0,4,1,1,3,1,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU187,798,1816,783,2047,2057,6254,1365,190,5913,0,101,81,238,157,47
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_caecimuris,OTU371,165,139,212,279,62,55,66,108,306,3160,118,136,181,621,242
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Bacteroidales_bacterium_g__norank_f__Muribaculaceae,OTU29,906,339,619,562,481,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,s__uncultured_organism_g__Fusicatenibacter,OTU602,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__unclassified_f__Eggerthellaceae,s__unclassified_f__Eggerthellaceae,OTU211,0,4,0,1,0,0,2,0,0,0,2,1,0,0,1
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__uncultured_bacterium_g__Alistipes,OTU19,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Tuzzerella,s__uncultured_bacterium_g__Tuzzerella,OTU451,3,5,7,18,12,3,0,0,0,0,2,4,2,1,3
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_Bacteroidales_bacterium_g__norank_f__Muribaculaceae,OTU21,12,23,46,25,71,0,0,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__unclassified_c__Clostridia,f__unclassified_c__Clostridia,g__unclassified_c__Clostridia,s__unclassified_c__Clostridia,OTU290,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__uncultured_Bacteroidales_bacterium_g__Parabacteroides,OTU302,59,29,29,22,23,0,1,0,0,43,7,14,35,59,15
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__unclassified_g__Alloprevotella,OTU238,0,0,0,0,0,3,0,2,0,0,0,0,2,2,1
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_reuteri,OTU294,0,1,0,1,0,3,28,13,0,1,14,42,11,2,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__Metamycoplasma_sualvi,OTU711,0,3,0,0,0,34,1,3,21,28,26,15,30,86,38
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__uncultured_bacterium_g__Lachnospiraceae_NK4A136_group,OTU746,0,12,0,87,54,0,0,0,0,30,0,3,1,1,7
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank_o__Clostridia_UCG-014,g__norank_f__norank_o__Clostridia_UCG-014,s__uncultured_bacterium_g__norank_f__norank_o__Clostridia_UCG-014,OTU329,0,0,0,0,0,0,1,4,0,8,1,0,4,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank_f__Muribaculaceae,s__uncultured_bacterium_g__norank_f__Muribaculaceae,OTU437,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_caecimuris,OTU426,0,2,2,1,0,12,16,7,53,796,3,11,53,77,22
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_caecimuris,OTU395,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__unclassified_o__Bacteroidales,g__unclassified_o__Bacteroidales,s__unclassified_o__Bacteroidales,OTU463,0,0,0,0,0,2,2,2,0,0,3,3,5,1,2
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
